epoch,wall,tr_a0,tr_a1,tr_ac,te_a0,te_a1,te_ac,best_te_ac,om0,al0,om1,al1
0,140.1,0.0928,0.1451,0.1317,0.1325,0.1855,0.1745,0.1745,0.6029,0.9746,0.1499,0.9846
