epoch,wall,te_a0_smooth,te_a1_smooth,te_a2_smooth,te_a3_smooth,te_a4_smooth,te_ac_smooth,te_a0_spike,te_a1_spike,te_a2_spike,te_a3_spike,te_a4_spike,te_ac_spike,best_te_ac_spike,rate0,rate1,rate2,rate3,rate4,om0,om1,om2,om3,om4
0,1.3,0.0781,0.1875,0.0312,0.1406,0.1250,0.1406,0.1094,0.1094,0.0469,0.1406,0.1250,0.1406,0.1406,0.0227,0.0264,0.0750,0.3151,0.5780,0.5569,0.1512,0.0522,0.0205,0.0080
1,6.4,0.2188,0.1406,0.2812,0.1875,0.1094,0.2500,0.1250,0.1562,0.2812,0.1875,0.0938,0.2656,0.2656,0.0232,0.0304,0.0922,0.4761,0.9632,0.5569,0.1512,0.0522,0.0205,0.0080
