epoch,wall,tr_a0,tr_a1,tr_ac,te_a0,te_a1,te_ac,best_te_ac,om0,al0,om1,al1
0,0.8,0.0850,0.1950,0.2000,0.1400,0.2000,0.2000,0.2000,0.6215,0.9748,0.1551,0.9849
1,3.4,0.2200,0.1900,0.2000,0.1600,0.1900,0.2000,0.2000,0.6216,0.9748,0.1553,0.9849
