epoch,wall,te_a0_smooth,te_a1_smooth,te_a2_smooth,te_a3_smooth,te_a4_smooth,te_ac_smooth,te_a0_spike,te_a1_spike,te_a2_spike,te_a3_spike,te_a4_spike,te_ac_spike,best_te_ac_spike,rate0,rate1,rate2,rate3,rate4,om0,om1,om2,om3,om4
0,1.4,0.1700,0.0900,0.1000,0.0500,0.1100,0.0700,0.1600,0.0700,0.0900,0.0500,0.1200,0.0700,0.0700,0.0270,0.0618,0.2498,0.7843,0.9721,0.6019,0.1601,0.0499,0.0211,0.0075
1,11.3,0.2000,0.1100,0.1700,0.1800,0.1400,0.2300,0.1900,0.1000,0.1600,0.1800,0.1400,0.2300,0.2300,0.0307,0.0828,0.4321,0.9276,0.9957,0.6015,0.1601,0.0499,0.0211,0.0075
