epoch,wall,te_a0_smooth,te_a1_smooth,te_a2_smooth,te_a3_smooth,te_a4_smooth,te_ac_smooth,te_a0_spike,te_a1_spike,te_a2_spike,te_a3_spike,te_a4_spike,te_ac_spike,best_te_ac_spike,rate0,rate1,rate2,rate3,rate4,om0,om1,om2,om3,om4
0,1.1,0.1094,0.1719,0.0781,0.0938,0.2500,0.2344,0.0781,0.1562,0.0625,0.1094,0.2344,0.2031,0.2031,0.0235,0.0282,0.0879,0.3614,0.6301,0.5569,0.1512,0.0522,0.0205,0.0080
1,5.5,0.2500,0.1250,0.2188,0.2344,0.1406,0.2031,0.1250,0.1406,0.2188,0.2344,0.1406,0.2031,0.2031,0.0241,0.0335,0.1116,0.5052,0.9492,0.5569,0.1511,0.0522,0.0205,0.0080
