label,train_size,test_size,head_epochs,best_test_acc,feat_dim,feat_mean,feat_zero_rate
random_init_seed_20260506,60000,10000,200,0.5669000148773193,240,0.3869265913963318,0.027370000258088112
bptt_trained_ckpt,60000,10000,200,0.652400016784668,240,0.6974201798439026,0.0019509027479216456
