epoch,wall,te_a0_smooth,te_a1_smooth,te_a2_smooth,te_ac_smooth,te_a0_spike,te_a1_spike,te_a2_spike,te_ac_spike,best_te_ac_spike,rate0,rate1,rate2,om0,om1,om2
0,0.2,0.0859,0.0547,0.0078,0.0391,0.0625,0.0547,0.0156,0.0469,0.0469,0.0278,0.0398,0.0686,0.7106,0.2227,0.0790
1,1.2,0.0781,0.1016,0.0625,0.0859,0.0547,0.0938,0.0625,0.0938,0.0938,0.0264,0.0429,0.0887,0.7110,0.2225,0.0790
