epoch,wall,te_a0_smooth,te_a1_smooth,te_a2_smooth,te_ac_smooth,te_a0_spike,te_a1_spike,te_a2_spike,te_ac_spike,best_te_ac_spike,rate0,rate1,rate2,om0,om1,om2,recnorm0,recnorm1,recnorm2
0,0.4,0.0703,0.0703,0.0625,0.0781,0.0625,0.0703,0.0625,0.0781,0.0781,0.0330,0.0767,0.3033,0.8533,0.2070,0.0722,0.0407,0.0403,0.0420
1,2.3,0.0625,0.0469,0.0781,0.0703,0.0469,0.0547,0.0781,0.0625,0.0781,0.0334,0.0949,0.4069,0.8532,0.2069,0.0722,0.0416,0.0426,0.0467
